,file_name,ppe_id,anchor,nao_recebidos_count,total_esperado,nao_recebidos_loss_percentage
148,STC_C2P2_4T_data.csv,Capacete,2,164,181,9.392265193370166
149,STC_C2P2_4T_data.csv,Capacete,3,168,181,7.18232044198895
150,STC_C2P2_4T_data.csv,Capacete,4,176,181,2.7624309392265194
151,STC_C2P2_4T_data.csv,Capacete,5,151,181,16.574585635359114
152,STC_C2P2_4T_data.csv,Capacete,6,147,181,18.784530386740332
153,STC_C2P2_4T_data.csv,Capacete,7,146,181,19.337016574585636
182,STC_C2P3_4T_data.csv,Capacete,1,179,181,1.1049723756906076
183,STC_C2P3_4T_data.csv,Capacete,2,169,181,6.629834254143646
184,STC_C2P3_4T_data.csv,Capacete,3,174,181,3.867403314917127
185,STC_C2P3_4T_data.csv,Capacete,4,180,181,0.5524861878453038
186,STC_C2P3_4T_data.csv,Capacete,5,141,181,22.099447513812155
187,STC_C2P3_4T_data.csv,Capacete,6,145,181,19.88950276243094
188,STC_C2P3_4T_data.csv,Capacete,7,147,181,18.784530386740332
217,STC_C2P4_4T_data.csv,Capacete,1,177,181,2.209944751381215
218,STC_C2P4_4T_data.csv,Capacete,2,170,181,6.077348066298343
219,STC_C2P4_4T_data.csv,Capacete,3,175,181,3.314917127071823
220,STC_C2P4_4T_data.csv,Capacete,4,180,181,0.5524861878453038
221,STC_C2P4_4T_data.csv,Capacete,5,155,181,14.3646408839779
222,STC_C2P4_4T_data.csv,Capacete,6,148,181,18.23204419889503
223,STC_C2P4_4T_data.csv,Capacete,7,146,181,19.337016574585636
245,STC_C2P5_4T_data.csv,Capacete,1,177,181,2.209944751381215
246,STC_C2P5_4T_data.csv,Capacete,2,174,181,3.867403314917127
247,STC_C2P5_4T_data.csv,Capacete,3,175,181,3.314917127071823
248,STC_C2P5_4T_data.csv,Capacete,4,174,181,3.867403314917127
249,STC_C2P5_4T_data.csv,Capacete,5,152,181,16.022099447513813
250,STC_C2P5_4T_data.csv,Capacete,6,156,181,13.812154696132598
251,STC_C2P5_4T_data.csv,Capacete,7,145,181,19.88950276243094
259,STC_C3P1_4T_data.csv,Capacete,1,179,181,1.1049723756906076
260,STC_C3P1_4T_data.csv,Capacete,2,173,181,4.41988950276243
261,STC_C3P1_4T_data.csv,Capacete,3,167,181,7.734806629834254
262,STC_C3P1_4T_data.csv,Capacete,4,174,181,3.867403314917127
263,STC_C3P1_4T_data.csv,Capacete,5,164,181,9.392265193370166
264,STC_C3P1_4T_data.csv,Capacete,6,165,181,8.83977900552486
265,STC_C3P1_4T_data.csv,Capacete,7,159,181,12.154696132596685
294,STC_C3P2_4T_data.csv,Capacete,1,180,181,0.5524861878453038
295,STC_C3P2_4T_data.csv,Capacete,2,175,181,3.314917127071823
296,STC_C3P2_4T_data.csv,Capacete,3,176,181,2.7624309392265194
297,STC_C3P2_4T_data.csv,Capacete,4,171,181,5.524861878453039
298,STC_C3P2_4T_data.csv,Capacete,5,157,181,13.259668508287293
299,STC_C3P2_4T_data.csv,Capacete,6,169,181,6.629834254143646
300,STC_C3P2_4T_data.csv,Capacete,7,161,181,11.049723756906078
329,STC_C3P3_4T_data.csv,Capacete,1,176,181,2.7624309392265194
330,STC_C3P3_4T_data.csv,Capacete,2,162,181,10.497237569060774
331,STC_C3P3_4T_data.csv,Capacete,3,176,181,2.7624309392265194
332,STC_C3P3_4T_data.csv,Capacete,4,167,181,7.734806629834254
333,STC_C3P3_4T_data.csv,Capacete,5,142,181,21.54696132596685
334,STC_C3P3_4T_data.csv,Capacete,6,155,181,14.3646408839779
335,STC_C3P3_4T_data.csv,Capacete,7,145,181,19.88950276243094
350,STC_C3P4_4T_data.csv,Capacete,1,179,181,1.1049723756906076
351,STC_C3P4_4T_data.csv,Capacete,2,166,181,8.287292817679557
352,STC_C3P4_4T_data.csv,Capacete,3,175,181,3.314917127071823
353,STC_C3P4_4T_data.csv,Capacete,4,170,181,6.077348066298343
354,STC_C3P4_4T_data.csv,Capacete,5,148,181,18.23204419889503
355,STC_C3P4_4T_data.csv,Capacete,6,160,181,11.602209944751381
356,STC_C3P4_4T_data.csv,Capacete,7,145,181,19.88950276243094
378,STC_C3P5_4T_data.csv,Capacete,1,174,181,3.867403314917127
379,STC_C3P5_4T_data.csv,Capacete,2,168,181,7.18232044198895
380,STC_C3P5_4T_data.csv,Capacete,3,180,181,0.5524861878453038
381,STC_C3P5_4T_data.csv,Capacete,4,169,181,6.629834254143646
382,STC_C3P5_4T_data.csv,Capacete,5,155,181,14.3646408839779
383,STC_C3P5_4T_data.csv,Capacete,6,155,181,14.3646408839779
384,STC_C3P5_4T_data.csv,Capacete,7,160,181,11.602209944751381
392,STC_C4P1_4T_data.csv,Capacete,1,176,181,2.7624309392265194
393,STC_C4P1_4T_data.csv,Capacete,2,169,181,6.629834254143646
394,STC_C4P1_4T_data.csv,Capacete,3,174,181,3.867403314917127
395,STC_C4P1_4T_data.csv,Capacete,4,166,181,8.287292817679557
396,STC_C4P1_4T_data.csv,Capacete,5,154,181,14.917127071823206
397,STC_C4P1_4T_data.csv,Capacete,6,150,181,17.12707182320442
398,STC_C4P1_4T_data.csv,Capacete,7,159,181,12.154696132596685
434,STC_C4P2_4T_data.csv,Capacete,1,168,181,7.18232044198895
435,STC_C4P2_4T_data.csv,Capacete,2,163,181,9.94475138121547
436,STC_C4P2_4T_data.csv,Capacete,3,173,181,4.41988950276243
437,STC_C4P2_4T_data.csv,Capacete,4,173,181,4.41988950276243
438,STC_C4P2_4T_data.csv,Capacete,5,170,181,6.077348066298343
439,STC_C4P2_4T_data.csv,Capacete,6,159,181,12.154696132596685
440,STC_C4P2_4T_data.csv,Capacete,7,167,181,7.734806629834254
455,STC_C4P3_4T_data.csv,Capacete,1,173,181,4.41988950276243
456,STC_C4P3_4T_data.csv,Capacete,2,162,181,10.497237569060774
457,STC_C4P3_4T_data.csv,Capacete,3,170,181,6.077348066298343
458,STC_C4P3_4T_data.csv,Capacete,4,169,181,6.629834254143646
459,STC_C4P3_4T_data.csv,Capacete,5,167,181,7.734806629834254
460,STC_C4P3_4T_data.csv,Capacete,6,160,181,11.602209944751381
461,STC_C4P3_4T_data.csv,Capacete,7,168,181,7.18232044198895
497,STC_C4P4_4T_data.csv,Capacete,1,178,181,1.6574585635359116
498,STC_C4P4_4T_data.csv,Capacete,2,171,181,5.524861878453039
499,STC_C4P4_4T_data.csv,Capacete,3,177,181,2.209944751381215
500,STC_C4P4_4T_data.csv,Capacete,4,177,181,2.209944751381215
501,STC_C4P4_4T_data.csv,Capacete,5,153,181,15.469613259668508
502,STC_C4P4_4T_data.csv,Capacete,6,146,181,19.337016574585636
503,STC_C4P4_4T_data.csv,Capacete,7,146,181,19.337016574585636
525,STC_C4P5_4T_data.csv,Capacete,1,176,181,2.7624309392265194
526,STC_C4P5_4T_data.csv,Capacete,2,166,181,8.287292817679557
527,STC_C4P5_4T_data.csv,Capacete,3,177,181,2.209944751381215
528,STC_C4P5_4T_data.csv,Capacete,4,169,181,6.629834254143646
529,STC_C4P5_4T_data.csv,Capacete,5,165,181,8.83977900552486
530,STC_C4P5_4T_data.csv,Capacete,6,152,181,16.022099447513813
531,STC_C4P5_4T_data.csv,Capacete,7,156,181,13.812154696132598
546,STC_C4P6_4T_data.csv,Capacete,1,175,181,3.314917127071823
547,STC_C4P6_4T_data.csv,Capacete,2,167,181,7.734806629834254
548,STC_C4P6_4T_data.csv,Capacete,3,178,181,1.6574585635359116
549,STC_C4P6_4T_data.csv,Capacete,4,174,181,3.867403314917127
550,STC_C4P6_4T_data.csv,Capacete,5,149,181,17.67955801104972
551,STC_C4P6_4T_data.csv,Capacete,6,141,181,22.099447513812155
552,STC_C4P6_4T_data.csv,Capacete,7,151,181,16.574585635359114
581,STC_OFICINA_4T_data.csv,Capacete,1,176,181,2.7624309392265194
582,STC_OFICINA_4T_data.csv,Capacete,2,170,181,6.077348066298343
583,STC_OFICINA_4T_data.csv,Capacete,3,169,181,6.629834254143646
584,STC_OFICINA_4T_data.csv,Capacete,4,173,181,4.41988950276243
585,STC_OFICINA_4T_data.csv,Capacete,5,145,181,19.88950276243094
586,STC_OFICINA_4T_data.csv,Capacete,6,143,181,20.994475138121548
587,STC_OFICINA_4T_data.csv,Capacete,7,142,181,21.54696132596685
595,STC_PORTAdeENTRADA_4T_data.csv,Capacete,1,176,181,2.7624309392265194
596,STC_PORTAdeENTRADA_4T_data.csv,Capacete,2,158,181,12.70718232044199
597,STC_PORTAdeENTRADA_4T_data.csv,Capacete,3,178,181,1.6574585635359116
598,STC_PORTAdeENTRADA_4T_data.csv,Capacete,4,160,181,11.602209944751381
599,STC_PORTAdeENTRADA_4T_data.csv,Capacete,5,151,181,16.574585635359114
600,STC_PORTAdeENTRADA_4T_data.csv,Capacete,6,155,181,14.3646408839779
601,STC_PORTAdeENTRADA_4T_data.csv,Capacete,7,153,181,15.469613259668508
630,STC_SALAdeREUNIAO_4T_data.csv,Capacete,1,176,181,2.7624309392265194
631,STC_SALAdeREUNIAO_4T_data.csv,Capacete,2,162,181,10.497237569060774
632,STC_SALAdeREUNIAO_4T_data.csv,Capacete,3,177,181,2.209944751381215
633,STC_SALAdeREUNIAO_4T_data.csv,Capacete,4,168,181,7.18232044198895
634,STC_SALAdeREUNIAO_4T_data.csv,Capacete,5,159,181,12.154696132596685
635,STC_SALAdeREUNIAO_4T_data.csv,Capacete,6,157,181,13.259668508287293
636,STC_SALAdeREUNIAO_4T_data.csv,Capacete,7,170,181,6.077348066298343
