,file_name,ppe_id,anchor,nao_recebidos_count,total_esperado,nao_recebidos_loss_percentage
21,STC_C1P2_4T_data.csv,Capacete,1,158,181,12.70718232044199
22,STC_C1P2_4T_data.csv,Capacete,2,175,181,3.314917127071823
23,STC_C1P2_4T_data.csv,Capacete,3,166,181,8.287292817679557
24,STC_C1P2_4T_data.csv,Capacete,4,169,181,6.629834254143646
25,STC_C1P2_4T_data.csv,Capacete,5,127,181,29.83425414364641
26,STC_C1P2_4T_data.csv,Capacete,6,125,181,30.939226519337016
27,STC_C1P2_4T_data.csv,Capacete,7,128,181,29.2817679558011
42,STC_C1P3_4T_data.csv,Capacete,1,173,181,4.41988950276243
43,STC_C1P3_4T_data.csv,Capacete,2,177,181,2.209944751381215
44,STC_C1P3_4T_data.csv,Capacete,3,178,181,1.6574585635359116
45,STC_C1P3_4T_data.csv,Capacete,4,177,181,2.209944751381215
46,STC_C1P3_4T_data.csv,Capacete,5,164,181,9.392265193370166
47,STC_C1P3_4T_data.csv,Capacete,6,164,181,9.392265193370166
48,STC_C1P3_4T_data.csv,Capacete,7,166,181,8.287292817679557
77,STC_C1P4_4T_data.csv,Capacete,1,169,181,6.629834254143646
78,STC_C1P4_4T_data.csv,Capacete,2,173,181,4.41988950276243
79,STC_C1P4_4T_data.csv,Capacete,3,175,181,3.314917127071823
80,STC_C1P4_4T_data.csv,Capacete,4,174,181,3.867403314917127
81,STC_C1P4_4T_data.csv,Capacete,5,172,181,4.972375690607735
82,STC_C1P4_4T_data.csv,Capacete,6,165,181,8.83977900552486
83,STC_C1P4_4T_data.csv,Capacete,7,171,181,5.524861878453039
105,STC_C1P5_4T_data.csv,Capacete,1,175,181,3.314917127071823
106,STC_C1P5_4T_data.csv,Capacete,2,177,181,2.209944751381215
107,STC_C1P5_4T_data.csv,Capacete,3,177,181,2.209944751381215
108,STC_C1P5_4T_data.csv,Capacete,4,178,181,1.6574585635359116
109,STC_C1P5_4T_data.csv,Capacete,5,169,181,6.629834254143646
110,STC_C1P5_4T_data.csv,Capacete,6,173,181,4.41988950276243
111,STC_C1P5_4T_data.csv,Capacete,7,173,181,4.41988950276243
133,STC_C2P1_4T_data.csv,Capacete,1,175,181,3.314917127071823
134,STC_C2P1_4T_data.csv,Capacete,2,176,181,2.7624309392265194
135,STC_C2P1_4T_data.csv,Capacete,3,173,181,4.41988950276243
136,STC_C2P1_4T_data.csv,Capacete,4,178,181,1.6574585635359116
137,STC_C2P1_4T_data.csv,Capacete,5,137,181,24.30939226519337
138,STC_C2P1_4T_data.csv,Capacete,6,135,181,25.41436464088398
139,STC_C2P1_4T_data.csv,Capacete,7,133,181,26.519337016574585
147,STC_C2P2_4T_data.csv,Capacete,1,168,181,7.18232044198895
