,file_name,ppe_id,anchor,nao_recebidos_count,total_esperado,nao_recebidos_loss_percentage
0,STC_C1P1_data.csv,Capacete,1,179,181,1.1049723756906076
1,STC_C1P1_data.csv,Capacete,2,179,181,1.1049723756906076
2,STC_C1P1_data.csv,Capacete,3,181,181,0.0
3,STC_C1P1_data.csv,Capacete,4,177,181,2.209944751381215
4,STC_C1P1_data.csv,Capacete,5,120,181,33.70165745856354
5,STC_C1P1_data.csv,Capacete,6,119,181,34.25414364640884
6,STC_C1P1_data.csv,Capacete,7,128,181,29.2817679558011
7,STC_C1P2_data.csv,Capacete,1,167,181,7.734806629834254
8,STC_C1P2_data.csv,Capacete,2,180,181,0.5524861878453038
9,STC_C1P2_data.csv,Capacete,3,178,181,1.6574585635359116
10,STC_C1P2_data.csv,Capacete,4,178,181,1.6574585635359116
11,STC_C1P2_data.csv,Capacete,5,126,181,30.386740331491712
12,STC_C1P2_data.csv,Capacete,6,127,181,29.83425414364641
13,STC_C1P2_data.csv,Capacete,7,118,181,34.806629834254146
14,STC_C1P3_data.csv,Capacete,1,178,181,1.6574585635359116
15,STC_C1P3_data.csv,Capacete,2,178,181,1.6574585635359116
16,STC_C1P3_data.csv,Capacete,3,178,181,1.6574585635359116
17,STC_C1P3_data.csv,Capacete,4,178,181,1.6574585635359116
18,STC_C1P3_data.csv,Capacete,5,148,181,18.23204419889503
19,STC_C1P3_data.csv,Capacete,6,147,181,18.784530386740332
20,STC_C1P3_data.csv,Capacete,7,154,181,14.917127071823206
21,STC_C1P4_data.csv,Capacete,1,170,181,6.077348066298343
22,STC_C1P4_data.csv,Capacete,2,176,181,2.7624309392265194
23,STC_C1P4_data.csv,Capacete,3,174,181,3.867403314917127
24,STC_C1P4_data.csv,Capacete,4,172,181,4.972375690607735
25,STC_C1P4_data.csv,Capacete,5,150,181,17.12707182320442
26,STC_C1P4_data.csv,Capacete,6,148,181,18.23204419889503
27,STC_C1P4_data.csv,Capacete,7,147,181,18.784530386740332
28,STC_C1P5_data.csv,Capacete,1,172,181,4.972375690607735
29,STC_C1P5_data.csv,Capacete,2,176,181,2.7624309392265194
30,STC_C1P5_data.csv,Capacete,3,174,181,3.867403314917127
31,STC_C1P5_data.csv,Capacete,4,175,181,3.314917127071823
32,STC_C1P5_data.csv,Capacete,5,127,181,29.83425414364641
33,STC_C1P5_data.csv,Capacete,6,132,181,27.071823204419886
34,STC_C1P5_data.csv,Capacete,7,130,181,28.176795580110497
35,STC_C2P1_data.csv,Capacete,1,177,181,2.209944751381215
36,STC_C2P1_data.csv,Capacete,2,179,181,1.1049723756906076
37,STC_C2P1_data.csv,Capacete,3,172,181,4.972375690607735
38,STC_C2P1_data.csv,Capacete,4,176,181,2.7624309392265194
39,STC_C2P1_data.csv,Capacete,5,162,181,10.497237569060774
40,STC_C2P1_data.csv,Capacete,6,164,181,9.392265193370166
41,STC_C2P1_data.csv,Capacete,7,160,181,11.602209944751381
42,STC_C2P2_data.csv,Capacete,1,173,181,4.41988950276243
43,STC_C2P2_data.csv,Capacete,2,175,181,3.314917127071823
44,STC_C2P2_data.csv,Capacete,3,173,181,4.41988950276243
45,STC_C2P2_data.csv,Capacete,4,176,181,2.7624309392265194
46,STC_C2P2_data.csv,Capacete,5,148,181,18.23204419889503
47,STC_C2P2_data.csv,Capacete,6,151,181,16.574585635359114
48,STC_C2P2_data.csv,Capacete,7,141,181,22.099447513812155
49,STC_C2P3_data.csv,Capacete,1,178,181,1.6574585635359116
50,STC_C2P3_data.csv,Capacete,2,178,181,1.6574585635359116
51,STC_C2P3_data.csv,Capacete,3,177,181,2.209944751381215
52,STC_C2P3_data.csv,Capacete,4,180,181,0.5524861878453038
53,STC_C2P3_data.csv,Capacete,5,148,181,18.23204419889503
54,STC_C2P3_data.csv,Capacete,6,147,181,18.784530386740332
55,STC_C2P3_data.csv,Capacete,7,142,181,21.54696132596685
56,STC_C2P4_data.csv,Capacete,1,180,181,0.5524861878453038
57,STC_C2P4_data.csv,Capacete,2,180,181,0.5524861878453038
58,STC_C2P4_data.csv,Capacete,3,180,181,0.5524861878453038
59,STC_C2P4_data.csv,Capacete,4,180,181,0.5524861878453038
60,STC_C2P4_data.csv,Capacete,5,154,181,14.917127071823206
61,STC_C2P4_data.csv,Capacete,6,160,181,11.602209944751381
62,STC_C2P4_data.csv,Capacete,7,158,181,12.70718232044199
63,STC_C2P5_data.csv,Capacete,1,181,181,0.0
64,STC_C2P5_data.csv,Capacete,2,181,181,0.0
65,STC_C2P5_data.csv,Capacete,3,179,181,1.1049723756906076
66,STC_C2P5_data.csv,Capacete,4,179,181,1.1049723756906076
67,STC_C2P5_data.csv,Capacete,5,151,181,16.574585635359114
68,STC_C2P5_data.csv,Capacete,6,156,181,13.812154696132598
69,STC_C2P5_data.csv,Capacete,7,147,181,18.784530386740332
70,STC_C3P1_data.csv,Capacete,1,180,181,0.5524861878453038
71,STC_C3P1_data.csv,Capacete,2,180,181,0.5524861878453038
72,STC_C3P1_data.csv,Capacete,3,174,181,3.867403314917127
73,STC_C3P1_data.csv,Capacete,4,180,181,0.5524861878453038
74,STC_C3P1_data.csv,Capacete,5,139,181,23.204419889502763
75,STC_C3P1_data.csv,Capacete,6,145,181,19.88950276243094
76,STC_C3P1_data.csv,Capacete,7,141,181,22.099447513812155
77,STC_C3P2_data.csv,Capacete,1,181,181,0.0
78,STC_C3P2_data.csv,Capacete,2,179,181,1.1049723756906076
79,STC_C3P2_data.csv,Capacete,3,175,181,3.314917127071823
80,STC_C3P2_data.csv,Capacete,4,175,181,3.314917127071823
81,STC_C3P2_data.csv,Capacete,5,136,181,24.861878453038674
82,STC_C3P2_data.csv,Capacete,6,147,181,18.784530386740332
83,STC_C3P2_data.csv,Capacete,7,146,181,19.337016574585636
84,STC_C3P3_data.csv,Capacete,1,181,181,0.0
85,STC_C3P3_data.csv,Capacete,2,175,181,3.314917127071823
86,STC_C3P3_data.csv,Capacete,3,179,181,1.1049723756906076
87,STC_C3P3_data.csv,Capacete,4,178,181,1.6574585635359116
88,STC_C3P3_data.csv,Capacete,5,136,181,24.861878453038674
89,STC_C3P3_data.csv,Capacete,6,130,181,28.176795580110497
90,STC_C3P3_data.csv,Capacete,7,131,181,27.624309392265197
91,STC_C3P4_data.csv,Capacete,1,180,181,0.5524861878453038
92,STC_C3P4_data.csv,Capacete,2,179,181,1.1049723756906076
93,STC_C3P4_data.csv,Capacete,3,180,181,0.5524861878453038
94,STC_C3P4_data.csv,Capacete,4,180,181,0.5524861878453038
95,STC_C3P4_data.csv,Capacete,5,123,181,32.04419889502763
96,STC_C3P4_data.csv,Capacete,6,127,181,29.83425414364641
97,STC_C3P4_data.csv,Capacete,7,123,181,32.04419889502763
98,STC_C3P5_data.csv,Capacete,1,181,181,0.0
99,STC_C3P5_data.csv,Capacete,2,180,181,0.5524861878453038
100,STC_C3P5_data.csv,Capacete,3,181,181,0.0
101,STC_C3P5_data.csv,Capacete,4,178,181,1.6574585635359116
102,STC_C3P5_data.csv,Capacete,5,154,181,14.917127071823206
103,STC_C3P5_data.csv,Capacete,6,154,181,14.917127071823206
104,STC_C3P5_data.csv,Capacete,7,151,181,16.574585635359114
105,STC_C4P1_data.csv,Capacete,1,181,181,0.0
106,STC_C4P1_data.csv,Capacete,2,175,181,3.314917127071823
107,STC_C4P1_data.csv,Capacete,3,179,181,1.1049723756906076
108,STC_C4P1_data.csv,Capacete,4,176,181,2.7624309392265194
109,STC_C4P1_data.csv,Capacete,5,177,181,2.209944751381215
110,STC_C4P1_data.csv,Capacete,6,176,181,2.7624309392265194
111,STC_C4P1_data.csv,Capacete,7,177,181,2.209944751381215
112,STC_C4P2_data.csv,Capacete,1,173,181,4.41988950276243
113,STC_C4P2_data.csv,Capacete,2,176,181,2.7624309392265194
114,STC_C4P2_data.csv,Capacete,3,176,181,2.7624309392265194
115,STC_C4P2_data.csv,Capacete,4,176,181,2.7624309392265194
116,STC_C4P2_data.csv,Capacete,5,150,181,17.12707182320442
117,STC_C4P2_data.csv,Capacete,6,149,181,17.67955801104972
118,STC_C4P2_data.csv,Capacete,7,156,181,13.812154696132598
119,STC_C4P3_data.csv,Capacete,1,180,181,0.5524861878453038
120,STC_C4P3_data.csv,Capacete,2,175,181,3.314917127071823
121,STC_C4P3_data.csv,Capacete,3,176,181,2.7624309392265194
122,STC_C4P3_data.csv,Capacete,4,180,181,0.5524861878453038
123,STC_C4P3_data.csv,Capacete,5,150,181,17.12707182320442
124,STC_C4P3_data.csv,Capacete,6,147,181,18.784530386740332
125,STC_C4P3_data.csv,Capacete,7,151,181,16.574585635359114
126,STC_C4P4_data.csv,Capacete,1,179,181,1.1049723756906076
127,STC_C4P4_data.csv,Capacete,2,176,181,2.7624309392265194
128,STC_C4P4_data.csv,Capacete,3,179,181,1.1049723756906076
129,STC_C4P4_data.csv,Capacete,4,176,181,2.7624309392265194
130,STC_C4P4_data.csv,Capacete,5,176,181,2.7624309392265194
131,STC_C4P4_data.csv,Capacete,6,171,181,5.524861878453039
132,STC_C4P4_data.csv,Capacete,7,173,181,4.41988950276243
133,STC_C4P5_data.csv,Capacete,1,176,181,2.7624309392265194
134,STC_C4P5_data.csv,Capacete,2,175,181,3.314917127071823
135,STC_C4P5_data.csv,Capacete,3,177,181,2.209944751381215
136,STC_C4P5_data.csv,Capacete,4,176,181,2.7624309392265194
137,STC_C4P5_data.csv,Capacete,5,145,181,19.88950276243094
138,STC_C4P5_data.csv,Capacete,6,138,181,23.756906077348066
139,STC_C4P5_data.csv,Capacete,7,139,181,23.204419889502763
140,STC_C4P6_data.csv,Capacete,1,180,181,0.5524861878453038
141,STC_C4P6_data.csv,Capacete,2,173,181,4.41988950276243
142,STC_C4P6_data.csv,Capacete,3,181,181,0.0
143,STC_C4P6_data.csv,Capacete,4,176,181,2.7624309392265194
144,STC_C4P6_data.csv,Capacete,5,128,181,29.2817679558011
145,STC_C4P6_data.csv,Capacete,6,127,181,29.83425414364641
146,STC_C4P6_data.csv,Capacete,7,127,181,29.83425414364641
147,STC_OFICINA_data.csv,Capacete,1,180,181,0.5524861878453038
148,STC_OFICINA_data.csv,Capacete,2,178,181,1.6574585635359116
149,STC_OFICINA_data.csv,Capacete,3,173,181,4.41988950276243
150,STC_OFICINA_data.csv,Capacete,4,179,181,1.1049723756906076
151,STC_OFICINA_data.csv,Capacete,5,179,181,1.1049723756906076
152,STC_OFICINA_data.csv,Capacete,6,178,181,1.6574585635359116
153,STC_OFICINA_data.csv,Capacete,7,174,181,3.867403314917127
154,STC_PORTAdeENTRADA_data.csv,Capacete,1,178,181,1.6574585635359116
155,STC_PORTAdeENTRADA_data.csv,Capacete,2,176,181,2.7624309392265194
156,STC_PORTAdeENTRADA_data.csv,Capacete,3,180,181,0.5524861878453038
157,STC_PORTAdeENTRADA_data.csv,Capacete,4,179,181,1.1049723756906076
158,STC_PORTAdeENTRADA_data.csv,Capacete,5,153,181,15.469613259668508
159,STC_PORTAdeENTRADA_data.csv,Capacete,6,145,181,19.88950276243094
160,STC_PORTAdeENTRADA_data.csv,Capacete,7,146,181,19.337016574585636
161,STC_SALAdeREUNIAO_data.csv,Capacete,1,180,181,0.5524861878453038
