CreateTime,ppeID,BeaconID,Channel,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6,RSSI_7,Azim_1,Azim_2,Azim_3,Azim_4,Azim_5,Azim_6,Azim_7,Elev_1,Elev_2,Elev_3,Elev_4,Elev_5,Elev_6,Elev_7,X_sylabs,Y_sylabs,Z_sylabs,X_real,Y_real,Z_real
1739970348.548207,ble-pd-B43A31EF7B45,38,15,-57,-67,-76.0,-65,-50.0,-45.0,-57.0,2.66065612075791,-1.5773727367907382,0.37796194717455267,-1.0034234386750742,-0.5305651624195122,-2.403824097326796,-1.023544881661129,0.5267906074542725,0.20346450859664503,0.2559665323796579,0.20082739655097812,0.38240170594175577,0.22248671693703098,0.32586754219952385,-2.163785457611084,6.40586280822754,1.434028148651123,-2.34,6.84,1.62
1739970349.548834,ble-pd-B43A31EF7B45,39,2,-58,-71,,-62,-50.0,-43.0,-53.0,2.6206181569296585,-1.5924547506760751,,-0.9687208517746878,-0.5648820659704986,-2.441516907407209,-0.950908328274628,0.5462750263585919,0.18075959556511997,,0.2205363365799481,0.43788398855271354,0.21588345326478597,0.25310587472323975,-2.086333990097046,6.420722007751465,1.3430182933807373,-2.34,6.84,1.62
1739970350.550129,ble-pd-B43A31EF7B45,40,22,-61,-68,,-62,,,,2.6586464993993357,-1.6124962363014121,,-1.0332536392031064,,,,0.48457211390449156,0.150789645658886,,0.25443712889989584,,,,,,,-2.34,6.84,1.62
1739970351.548467,ble-pd-B43A31EF7B45,41,2,-58,-71,,-61,-50.0,-43.0,-53.0,2.615220994664504,-1.6124706699549474,,-0.9795882800769197,-0.5880026034860291,-2.459112884758898,-0.9001023935780526,0.6223315448503788,0.13480606019839497,,0.25008028058031023,0.4478323968929038,0.21895039938253497,0.21082957271155572,-1.981994867324829,6.467166900634766,1.3519082069396973,-2.34,6.84,1.62
1739970352.548575,ble-pd-B43A31EF7B45,42,23,-61,-69,,-63,,,,2.593673890916891,-1.6195533468740129,,-1.050351399717524,,,,0.5470688481005173,0.08374767778566522,,0.3051235925440176,,,,,,,-2.34,6.84,1.62
1739970353.546905,ble-pd-B43A31EF7B45,43,15,-57,-67,,-65,-50.0,-45.0,-56.0,2.631862555684191,-1.61610721642345,,-1.0385349539608424,-0.5526268475241207,-2.441516907407209,-0.9747927289078915,0.5823017702424795,0.10536285026626506,,0.25798888697719363,0.39348352319617375,0.21588345326478597,0.21223307598710572,-1.844781756401062,6.558910369873047,1.2836837768554688,-2.34,6.84,1.62
1739970354.545941,ble-pd-B43A31EF7B45,44,35,-64,-73,,-72,-46.0,-51.0,-52.0,2.6226687909690196,-1.5952292318997197,,-0.9816937752347362,-0.6403868526601474,-2.3672329296392554,-0.931760147086511,0.5229993979054629,0.19224194776305112,,0.2856405385097568,0.2839675506499688,0.2946132825515736,0.1914166472963637,-1.7121354341506958,6.654906272888184,1.2242026329040527,-2.34,6.84,1.62
1739970355.548791,ble-pd-B43A31EF7B45,45,33,-63,-74,-74.0,-68,-45.0,-49.0,-51.0,2.5865877518884077,-1.6576489341612148,0.4205826446279628,-0.9627721488477777,-0.6613263657295162,-2.3067490630468663,-0.8945724104424544,0.49525119013862756,0.4561403059753465,0.162174193265784,0.33928685603414943,0.29414926652526613,0.3562294113011858,0.18905713038156405,-1.67420756816864,6.658036708831787,1.2013083696365356,-2.34,6.84,1.62
1739970356.548583,ble-pd-B43A31EF7B45,46,1,-59,-71,-84.0,-61,-50.0,-48.0,-54.0,2.5691738741525976,-1.647320795979724,0.4426426732015251,-0.9788243523182304,-0.6479779045185696,-2.388411596444874,-1.5854395877517362,0.45726366061265555,0.4849592043689345,0.1362861202965849,0.30025210498853105,0.3858806562484369,0.2866277682421222,0.698003908711818,-1.6345388889312744,6.62705373764038,1.2035073041915894,-2.34,6.84,1.62
1739970357.548583,ble-pd-B43A31EF7B45,47,25,-62,-76,-69.0,-63,-50.0,-50.0,-62.0,2.5538511105047177,-1.7209287042967512,0.4604799935506579,-1.0085256558495026,-0.6617142271025441,-2.3281982579771294,-1.338526306127193,0.4491229763715286,0.48458955760963157,0.07784150221241243,0.2976674405715819,0.4274139566136109,0.23229496321363016,0.5892791255438234,-1.6390037536621094,6.624845027923584,1.2016721963882446,-2.34,6.84,1.62
