1743686193.04714,1d5ab4ef-0f65-dd99-0b6e-312f5d6add59,da051601-85f2-fcff-98ae-079fd8285a1e,10,-69.0,-68.0,-69.0,-68.0,-49.0,-54.0,nan,-2.633590414599434,0.1695120675963066,-3.0019950755700195,0.30823586246242507,-0.6581660074544876,-2.0808996855935282,nan,1.4690494584000924,0.13275337885394597,0.3075552916458553,1.0456691630470012,0.2803584367042427,0.7428327457364223,nan,-1.842426061630249,6.947741508483887,1.2375104427337646,-2.34,6.84,1.81
1743686193.277254,d500a44f-2051-d64b-3d63-8985cc792954,587c5082-2140-461a-f6b9-4f69f55771ce,5,-82.0,-91.0,-65.0,-91.0,-67.0,-74.0,-80.0,1.7853075610141629,0.40238047120948917,-2.660363173038001,0.10052820587998405,-0.9810898580432396,-1.8682039169846651,-0.9771404428590756,1.4177452578963696,0.432145357711787,0.5271850216117132,0.8700437425893904,0.46423150125406204,0.58210728124493,0.6045216600391933,-2.6598594188690186,6.404680252075195,0.4527539312839508,-2.34,6.84,1.81
1743686193.420686,9c071f5d-0b8f-e641-6d63-2e3e3c3d7179,cf20e9c0-34f7-1418-718f-14edae224c77,12,nan,-74.0,nan,-76.0,-54.0,-59.0,-65.0,nan,-0.21527875724542728,nan,0.10036415515683517,-0.56002206867696,-2.355299648366956,-0.8968879445174833,nan,0.1921666302384723,nan,0.9989952009935177,0.48690287331083826,0.3318294786313438,0.43956679687861505,-3.3818140029907227,6.544829368591309,1.622623324394226,-2.34,6.84,1.81
1743686193.751245,4ecede9a-77ff-0ac2-8fa7-335dd98ec107,f1ffa154-9b61-3e67-b5e2-09e437dc8b3a,12,nan,-80.0,-63.0,-81.0,-69.0,-53.0,-63.0,nan,-0.2352697759681071,-2.1350293479895153,-0.23091497495360952,-0.8723022940698557,-2.2794366896334344,-1.828570769089431,nan,0.49792753387610267,0.3408324548622905,0.6657465966779322,0.6369164018316316,0.825277098889877,0.6373081013547781,-1.6033568382263184,6.525314807891846,-0.5416783094406128,-2.34,6.84,1.81
1743686193.983089,1d5ab4ef-0f65-dd99-0b6e-312f5d6add59,b2360dab-1f5d-31e6-39c4-55bf96a24ff9,12,-76.0,-65.0,-71.0,-69.0,nan,-55.0,nan,-2.462113999383085,0.0717934966663561,-2.8685336870178975,0.35722044965668853,nan,-2.06471761158704,nan,1.443804022846686,0.08636637240791854,0.35534218871888285,1.0384920770672923,nan,0.7075437887085954,nan,nan,nan,nan,-2.34,6.84,1.81
1743686194.283181,d500a44f-2051-d64b-3d63-8985cc792954,14dcacdd-70d7-8b69-d10e-8b49ff9fc566,28,-79.0,nan,-69.0,-84.0,-70.0,-70.0,-73.0,1.7942653696567537,nan,-2.6763844838398088,0.07692407650639375,-0.9295590299296115,-1.7430371610508908,-1.8804960647010367,1.4891113172077683,nan,0.5313555984578044,0.9457363068287044,0.38350492735861075,1.0206951780658995,0.7534140493167586,-2.9666905403137207,6.242003917694092,0.7166382670402527,-2.34,6.84,1.81
1743686194.426406,9c071f5d-0b8f-e641-6d63-2e3e3c3d7179,2310fcb0-b03e-ae88-1e0c-483b7933472d,12,nan,nan,-76.0,-76.0,nan,-59.0,-65.0,nan,nan,-2.360167393906525,0.043491018497648005,nan,-2.341943239906031,-0.9184763186614033,nan,nan,0.6263433972955014,0.9496470257314312,nan,0.31422912082428944,0.40191144680946783,-3.2436981201171875,6.4493632316589355,1.5570961236953735,-2.34,6.84,1.81
1743686194.756973,4ecede9a-77ff-0ac2-8fa7-335dd98ec107,dc92cf54-4fa4-f71c-4aaf-63b6f01bbdf9,33,nan,-79.0,-63.0,-86.0,-62.0,-50.0,-67.0,nan,-0.1931026148483375,-2.080204448524708,0.034935879811877464,-0.7977647435209255,-2.1301567211062196,-1.5707963266558804,nan,0.5934627454758653,0.3966537427594373,0.6197127919714766,0.4114460850292195,0.8275104963216293,0.7679448708775051,-1.9965734481811523,6.238393783569336,-0.4389437735080719,-2.34,6.84,1.81
1743686194.983374,1d5ab4ef-0f65-dd99-0b6e-312f5d6add59,1295c37f-77ef-cc0f-16d0-f76ded801359,31,-66.0,nan,-68.0,-80.0,-51.0,-53.0,-54.0,-2.414688160374845,nan,-2.8227816447547722,0.3829303405042045,-0.6497053248489298,-2.170347838506173,-0.7503052872474557,1.395039412758463,nan,0.3237746084747104,1.062440619748857,0.23879673513828945,0.7540057477234919,0.19354614955040605,-1.8562850952148438,6.94402313232422,1.3541336059570312,-2.34,6.84,1.81
1743686195.282061,d500a44f-2051-d64b-3d63-8985cc792954,a2290a24-7127-0838-69c6-266407817a15,8,-86.0,nan,-64.0,nan,-67.0,-71.0,-79.0,1.8435327845587834,nan,-2.6683550531532196,nan,-1.0222173230885552,-1.903967453592976,-1.4961915574065818,1.4333224865864067,nan,0.5061322005624187,nan,0.42560438511909704,0.705637805563833,0.9579765879516029,-3.2954869270324707,6.048749923706055,0.870610535144806,-2.34,6.84,1.81
