1743690366.366337,d500a44f-2051-d64b-3d63-8985cc792954,e3146b3e-1070-02ba-d7b2-65f2b5d31e06,16,nan,-87.0,nan,-91.0,-70.0,-78.0,-64.0,nan,-1.138478862297663,nan,0.2372570267735242,0.5999099790496315,0.5611503647711065,-0.3012111526495051,nan,0.9996907520912192,nan,0.22336363161696024,0.3521665891282344,0.7898732289472378,0.7101939357219518,-0.9923567175865173,1.5799835920333862,0.5846524238586426,nan,nan,nan
1743690366.515312,9c071f5d-0b8f-e641-6d63-2e3e3c3d7179,15aa5a99-7806-9635-57ed-655fae235d8b,15,-69.0,-88.0,-79.0,-88.0,-61.0,-57.0,-69.0,1.9227804691162713,-0.8753472281632015,-0.7983523115718117,0.037632330415582685,0.6398030916911362,1.914079388663513,1.0542555835688712,0.2916127105437731,0.8724459804716692,1.4811966687641618,0.2779835509016155,0.3579622909539977,0.49408067928707755,1.2278747578077376,-1.9192417860031128,1.964956283569336,1.238855004310608,nan,nan,nan
1743690366.851815,4ecede9a-77ff-0ac2-8fa7-335dd98ec107,1013a364-793e-f787-b7d2-0347cffc862c,29,-75.0,nan,nan,-69.0,-65.0,-67.0,-54.0,1.2098341358066467,nan,nan,0.14250814677512108,0.8968879445174833,2.0917371684701216,0.6681744123996866,0.5724107899539251,nan,nan,0.13038540420356678,0.43956679687861505,1.0199345707764351,0.32162444239789906,-2.995661497116089,2.2138044834136963,0.9631977081298828,nan,nan,nan
1743690367.14707,1d5ab4ef-0f65-dd99-0b6e-312f5d6add59,8c6ba4a7-a7c9-be56-081b-6a940d40c136,30,-60.0,-79.0,-67.0,nan,-56.0,-55.0,nan,2.9697505863557763,-2.957183928120019,-1.1258115365727013,nan,0.7743597238043891,1.5393830156101633,nan,0.1655480688270213,0.904301115534543,1.4604783407477815,nan,0.29461328251005825,0.732489919370699,nan,-2.681929588317871,1.071587085723877,1.1289992332458496,nan,nan,nan
1743690367.375244,d500a44f-2051-d64b-3d63-8985cc792954,5bc90f31-cf06-d9f4-542f-3d1b7484d0b1,12,nan,-81.0,-77.0,-89.0,-65.0,-64.0,-67.0,nan,-1.107334924403895,-0.8786218510395629,0.24938160026832795,0.6759078211289122,1.415619520972493,0.06468919166691497,nan,0.9418213934472607,1.4708434968684239,0.23171349051695617,0.2766654509650277,0.7731610708563869,0.627323189105638,-1.0805011987686157,1.610689640045166,0.576605200767517,nan,nan,nan
1743690367.518113,9c071f5d-0b8f-e641-6d63-2e3e3c3d7179,92ecd5cf-375d-573d-cf55-223ced0a32f6,8,-77.0,-79.0,-84.0,-82.0,-62.0,-65.0,-59.0,1.658530440482031,-2.90570182845548,-0.7768744500125406,0.1370523949659848,0.6757468284197454,1.8829247691339277,0.31331811322032027,1.0372511771573696,0.8468781692683091,1.4800099641824223,0.21100168724524643,0.34894369884056164,0.674730939722152,0.8304238710362803,-1.928442120552063,1.929680347442627,1.212762713432312,nan,nan,nan
1743690367.856263,4ecede9a-77ff-0ac2-8fa7-335dd98ec107,dea6c028-a9db-dd45-5bcb-fc25b66ba5c3,34,-75.0,nan,-93.0,-84.0,nan,-65.0,-55.0,1.1835684432396312,nan,-1.0309811638449418,0.11773329178633196,nan,1.5520830967403334,0.6144014854947664,0.7748140288561737,nan,1.153646230495937,0.149347910113258,nan,0.8201414357871539,0.33386250713244126,-3.38998031616211,1.977860689163208,0.9309781789779663,nan,nan,nan
1743690368.147469,1d5ab4ef-0f65-dd99-0b6e-312f5d6add59,231f78bc-f560-744b-ec9b-b7314ca63510,20,-68.0,nan,-74.0,nan,-50.0,-59.0,-47.0,2.979157936590372,nan,-1.1943463893292363,nan,0.7376786899323401,1.2296866001157734,0.7264675944734252,0.1728306159858975,nan,1.494464670472991,nan,0.3605798816257584,0.6011963031023605,0.5285947190192561,-2.5902373790740967,1.062160611152649,1.1061564683914185,nan,nan,nan
1743690368.375271,d500a44f-2051-d64b-3d63-8985cc792954,6a7d860f-1641-d893-0a3a-cc95d5dbb69a,17,nan,nan,-80.0,nan,-62.0,-63.0,-75.0,nan,nan,-0.842961325095075,nan,0.7377685561250699,1.9106486840614556,-0.08515842112398989,nan,nan,1.453972637678881,nan,0.22248671690437516,0.6426760463422886,0.6091605842916091,-1.1352107524871826,1.608958125114441,0.5706639885902405,nan,nan,nan
1743690368.518069,1d5ab4ef-0f65-dd99-0b6e-312f5d6add59,b0859844-51d7-717e-9cce-e1e673abb843,31,-82.0,-78.0,-88.0,-79.0,-64.0,-63.0,-63.0,1.9117693632732295,-0.8697282245792434,-0.8774197001235012,0.05941192812635971,0.689721259959668,2.0505954966963436,0.2558329414111929,0.3052202320020738,0.9434361345952028,1.5080131030446053,0.18093002123012822,0.3308365497190138,0.39390529411419856,0.7166160021812688,-1.9733126163482666,1.900051236152649,1.21109938621521,nan,nan,nan
1743690368.852196,4ecede9a-77ff-0ac2-8fa7-335dd98ec107,b8bf2b99-9547-2e87-6db7-faf6e453d97e,30,-68.0,nan,-86.0,-75.0,-62.0,-60.0,-51.0,1.0124257221078692,nan,-0.9782933179968686,0.1337791036701684,0.9207387132276296,1.3640241868402891,0.6905753528263952,0.5169658067188065,nan,1.2746191245902958,0.20076055120761713,0.3236864548017152,0.726849672479674,0.2594522846423193,-3.701179027557373,1.7463074922561646,0.885025382041931,nan,nan,nan
1743690369.148253,1d5ab4ef-0f65-dd99-0b6e-312f5d6add59,c35c171f-1879-3864-65eb-62e7953e71c0,36,-61.0,nan,-68.0,-71.0,-55.0,-61.0,-49.0,-3.121693513924721,nan,-1.1427557658502758,-0.06323170007786036,0.749751358561313,1.240824780199408,0.06552769848632228,0.19872726100485524,nan,1.484540001196647,0.6128917706295113,0.2738746756605917,0.5863841895817158,0.6447395048824673,-2.4934239387512207,1.0747699737548828,1.1025747060775757,nan,nan,nan
1743690369.382182,d500a44f-2051-d64b-3d63-8985cc792954,05209d95-9c86-6448-a37b-0734ba14fa1b,25,nan,-89.0,-80.0,nan,-77.0,-62.0,-69.0,nan,-1.1274804064697994,-0.8862581991492562,nan,0.6956631947667434,1.251745475219289,0.5121608769018582,nan,0.915967558742826,1.4439845851685933,nan,0.46245008705605173,0.5715160115933235,0.38607543237939235,-0.9656471014022827,1.4722998142242432,0.5616249442100525,nan,nan,nan
1743690369.517583,9c071f5d-0b8f-e641-6d63-2e3e3c3d7179,f05b9361-7393-48d7-3030-ec6b093fa216,9,-82.0,-77.0,-89.0,-74.0,-56.0,-66.0,-51.0,1.6580659851879211,-2.9418449191894895,-0.9014901490039645,0.103786849789805,0.6885255540079606,2.3940552819322614,-0.11718819443224317,0.9821991766306061,0.9227510960924484,1.4586127964041806,0.18549368065311525,0.38959140766171685,0.8085234781557428,0.7296172388325928,-2.00135064125061,1.853548288345337,1.2008962631225586,nan,nan,nan
1743690369.85086,4ecede9a-77ff-0ac2-8fa7-335dd98ec107,bfe3eac1-cb2b-ce1a-ae60-81d1426f5c31,15,-72.0,nan,-96.0,-76.0,-66.0,-70.0,-52.0,0.9986364066156568,nan,-1.025875085086933,0.14507463511763047,0.9242878940074684,1.9917490607161044,0.4708645689570733,0.5060995435495517,nan,1.2501503999688115,0.21875248470278577,0.482396790603138,0.5972278432092261,0.458825766587348,nan,nan,nan,nan,nan,nan
1743690370.159149,1d5ab4ef-0f65-dd99-0b6e-312f5d6add59,0bf67e37-471c-5ba6-3517-5bdc8b6a5729,0,-68.0,nan,-79.0,nan,-51.0,-64.0,-49.0,-2.5887917840065575,nan,-1.1976614922541668,nan,0.8274745199963088,1.774074023915612,0.45993057001723564,0.18057096053615826,nan,1.4844344068594257,nan,0.3862042946568501,0.40857190244927116,0.4120318653264278,-2.357010841369629,1.0443562269210815,1.05724835395813,nan,nan,nan
1743690370.51728,9c071f5d-0b8f-e641-6d63-2e3e3c3d7179,33eab416-dff4-08d1-d219-fc29804b324e,17,-83.0,-77.0,nan,-74.0,-62.0,-61.0,-61.0,2.1684656017915693,-0.8667209830763258,nan,0.03649036694015671,0.701352412841905,2.379324985607392,0.07398052802473051,0.235548375907643,1.0089324537060123,nan,0.2005615964294314,0.4758160588358846,0.7290267872381455,0.784028635456633,-2.007885217666626,1.8068482875823975,1.175626277923584,nan,nan,nan
1743690370.86249,4ecede9a-77ff-0ac2-8fa7-335dd98ec107,fbef1cdf-399f-f760-8cf6-501446d3c3e1,31,-72.0,nan,-83.0,-79.0,-64.0,-66.0,-53.0,0.9805010785405444,nan,-0.9388929149335823,0.20997160982511737,1.114862047479765,2.0806700214547704,0.5228767458408746,0.4021621252896163,nan,1.3660020352869477,0.24906629864001936,0.5958109361064322,0.626382770923023,0.5618046738274383,-4.1617112159729,1.548724889755249,0.8526824712753296,nan,nan,nan
1743690371.145193,1d5ab4ef-0f65-dd99-0b6e-312f5d6add59,96dc3f5a-2dfb-7340-ee8a-1a4a0c4e914b,1,-69.0,nan,-67.0,nan,-54.0,-52.0,-51.0,-2.663620485367277,nan,-1.2751387073189702,nan,0.8903940448693058,0.3585685844748158,-0.13576990659341784,0.1734139481331657,nan,1.4288084285387226,nan,0.5004395108068708,1.108766768714434,0.4501533301615126,nan,nan,nan,nan,nan,nan
1743690371.367031,d500a44f-2051-d64b-3d63-8985cc792954,b299c5f5-c535-5ba4-ec35-94a441395d34,11,nan,-85.0,-87.0,-88.0,-64.0,-62.0,-64.0,nan,-1.1061679272142222,-0.8581551917461951,0.23904773629049347,0.6065622640632694,1.9115799739270491,0.36131412587330036,nan,0.8872898411765257,1.422069832032495,0.23768041945257634,0.4429245711130637,0.6218790055868428,0.5969249169978875,-0.9308997988700867,1.3370589017868042,0.47625795006752014,nan,nan,nan
