CreateTime,ppeID,BeaconID,Channel,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6,Azim_1,Azim_2,Azim_3,Azim_4,Azim_5,Azim_6,Elev_1,Elev_2,Elev_3,Elev_4,Elev_5,Elev_6,X_sylabs,Y_sylabs,Z_sylabs,X_real,Y_real,Z_real
1733930637.987462,ble-pd-B43A31EF7B26,360,35,-75.0,-60.0,-76.0,-79.0,-53.0,-48.0,1.7078420638581562,2.0522820034435543,1.127377075819504,1.3032293310229626,0.8479026381836224,0.3674587178083783,0.13768723431321084,0.7485720384228598,0.2572207647397875,0.27491886834293633,0.2864441089936107,0.31091930484489083,-1.30076265335083,0.2645864486694336,0.8448792695999146,-2.504617264675075,0.4,1.92
1733930638.985606,ble-pd-B43A31EF7B26,361,16,-74.0,-65.0,-73.0,-69.0,,,1.7715640518927,2.078191365056717,1.1022426940835546,1.2960798087605359,,,0.18262768655651287,0.7125033164622899,0.25889945504340534,0.26105463480030877,,,-1.3768525123596191,0.29361364245414734,0.8780455589294434,-2.9072233732304387,0.4,1.92
1733930639.990677,ble-pd-B43A31EF7B26,362,7,-76.0,,-81.0,-70.0,-50.0,-62.0,1.8664972226385368,,1.1439166377694414,1.5160193642297108,0.8305477512696139,1.0060518075762048,0.18544201532796772,,0.3517724875937407,0.26022414465912436,0.29172653373200597,1.0251729108310352,-1.5395681858062744,0.319805383682251,0.911436676979065,-3.312623923389491,0.4,1.92
1733930640.988413,ble-pd-B43A31EF7B26,363,23,-81.0,,-69.0,-75.0,-50.0,-53.0,1.8907809907223152,,1.1819921181904134,1.5076447878658477,0.9016795149539428,0.8086232570630272,0.17111650563978162,,0.44811833213980984,0.30433080277701463,0.3697733054550901,0.5880971269456442,-1.7284477949142456,0.3499034345149994,0.9258371591567993,-3.715065059858263,0.4,1.92
1733930641.985022,ble-pd-B43A31EF7B26,364,36,-77.0,,-79.0,-87.0,-52.0,-47.0,1.9449875041820062,,1.336687422745955,1.7490177301040892,1.0349416937714886,0.6980374593419439,0.1962574786994294,,0.29275221059519074,0.14806539831130308,0.3795626957950986,0.41644133155681906,-1.9433445930480957,0.38177645206451416,0.940931797027588,-4.117052018895489,0.4,1.92
1733930642.98575,ble-pd-B43A31EF7B26,365,29,-81.0,,-84.0,-81.0,-51.0,-47.0,1.9520225105175595,,1.3548805414167224,1.8960663002216864,1.08705008422611,0.8348435903847587,0.2803348225385328,,0.29003478759790113,0.24933679258298738,0.3258675422012923,0.356229411254364,-2.178061008453369,0.4158789813518524,0.7500303983688354,-4.520700396085947,0.4,1.92
1733930643.988221,ble-pd-B43A31EF7B26,366,29,-73.0,,-86.0,-88.0,-57.0,-45.0,2.0158952334698017,,1.3645504793348,1.9551964659047159,1.2706778239443128,0.9126806190927942,0.3063945195952307,,0.2765307133031932,0.2196572936831402,0.45724053730954745,0.39127638277664356,,,,-4.9250518205794105,0.4,1.92
1733930644.986343,ble-pd-B43A31EF7B26,367,5,-74.0,-63.0,-70.0,-69.0,-51.0,-40.0,2.122377468598876,3.009438610816791,1.4282522273450595,1.9821662982639483,1.7674050887553783,1.1955306794064013,0.28900554241561277,0.40450261112411884,0.24972409942926896,0.16043484946833964,0.4503564304058299,0.6035243991266169,-2.429487943649292,0.449825406074524,0.7240634560585022,-5.327649055330607,0.4,1.92
1733930645.985432,ble-pd-B43A31EF7B26,368,25,-80.0,-66.0,-79.0,-76.0,-52.0,-39.0,2.174161038098813,3.040819703205631,1.4649234229232324,2.024336388860917,1.8625082989141595,1.6178849985147865,0.36774183346477823,0.3579173989139623,0.2771873988937363,0.14857497754113294,0.35270886246973404,0.7318049978354497,-2.671867609024048,0.5007833242416382,0.6309770345687866,-5.730636334110493,0.4,1.92
1733930646.98522,ble-pd-B43A31EF7B26,369,10,-73.0,-81.0,-70.0,-70.0,-53.0,-38.0,2.223507815201327,3.1116262323720036,1.5524247763310939,2.1476705747357947,1.9920915943966615,1.9932216844797943,0.36228884468527284,0.5479776518225068,0.24458065319221486,0.06493267771085079,0.5285947190775793,0.7680219737549695,-2.923215866088867,0.5498815774917603,0.5151047110557556,-6.13028935456565,0.4699111986297287,1.92
1733930647.984492,ble-pd-B43A31EF7B26,370,9,-87.0,-68.0,-72.0,-68.0,,,2.244013090330501,3.1111969308042826,1.5992527356746113,2.1933102316009183,,,0.40093530684395773,0.5459397010878374,0.17616890505706864,0.08440507077837288,,,-3.17349910736084,0.612917423248291,0.42775580286979675,-6.525424907304007,0.6231337789629441,1.92
1733930648.986413,ble-pd-B43A31EF7B26,371,7,-72.0,-77.0,-73.0,-83.0,-46.0,,2.348771727602076,3.1137785991650055,1.606671237207136,2.192834058398012,2.1066509596331606,,0.4781387822382144,0.639882575382328,0.25260081274925894,0.11210184624665606,0.3795626958329338,,-3.4224467277526855,0.6871732473373413,0.31681880354881287,-6.9216079366845635,0.7767625416121883,1.92
1733930649.991383,ble-pd-B43A31EF7B26,372,5,-73.0,-73.0,-83.0,-78.0,,,2.3589428724373067,-3.1301687577777892,1.639341299563574,2.2437600900269437,,,0.4095144805585662,0.7050977312610521,0.2562069159575512,0.13232773913272405,,,-3.668165445327759,0.7558714151382446,0.1923537254333496,-7.143099604441061,1.0944659726159105,1.92
1733930650.986083,ble-pd-B43A31EF7B26,373,22,-72.0,-83.0,-72.0,-73.0,-48.0,-50.0,2.387257068514811,-3.119665250438517,1.6366930521755993,2.258186966284121,2.2169658399131817,2.8225179182843827,0.3580306831288315,0.4356352971622814,0.22633305623239863,0.15525619957062603,0.28564830083324716,0.6900442017982563,-3.8812789916992188,0.8067527413368225,0.11140270531177521,-7.141075843583681,1.6147170673095437,1.92
1733930651.987133,ble-pd-B43A31EF7B26,374,10,-72.0,-80.0,-75.0,-69.0,-42.0,-42.0,2.423748234403295,-3.0771369646749323,1.6340048573712733,2.2561682901778406,2.239913138467604,-2.9248999297668536,0.3360073728887986,0.40719024000671317,0.28943101568926655,0.174410003670369,0.36977330549992526,0.4789482776375343,-4.089838981628418,0.8542688488960266,0.10267453640699387,-7.13903916337228,2.1382893587974916,1.92
