CreateTime,ppeID,idBeacon,Sequence_number,Channel,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6,RSSI_7,Azim_1,Azim_2,Azim_3,Azim_4,Azim_5,Elev_1,Elev_2,Elev_3,Elev_4,Elev_5,Elev_6,Elev_7,X_sylabs,Y_sylabs,Z_sylabs,X_real,Y_real,Z_real,iq_i_1,iq_q_1,iq_i_2,iq_q_2,iq_i_3,iq_q_3,iq_i_4,iq_q_4,iq_i_5,iq_q_5,iq_i_6,iq_q_6,iq_i_7,iq_q_7,Azim_6
1740492002.720091,ble-pd-B43A31EB2289,01ffc0f3-f5c2-d2ab-a2cc-f477d8347b2c,7710,10,-74.0,-83.0,-67.0,,-61.0,-58.0,,-2.870252491185435,-1.989558168185572,2.511842940102026,,-2.244704708899615,0.3123744147964082,0.3420620030480665,0.6911207960700436,,0.4395667969317272,0.3736386577378476,,,,,-7.14,6.84,1.96,"['[36.0', 47.0, ' -11.0', -53.0, ' -21.0', 42.0, ' 47.0', -16.0, -96.0, -3.0, -1.0, 35.0, -44.0, 0.0, 109.0, -11.0, -42.0, -23.0, 48.0, -18.0, -31.0, 11.0, 55.0, -90.0, 13.0, 23.0, 1.0, -76.0, 25.0, 6.0, -36.0, -55.0, 35.0, 6.0, 14.0, -30.0, 14.0, -22.0, -27.0, -4.0, -22.0, 66.0, 5.0, 22.0, -43.0, 43.0, 15.0, -58.0, -23.0, 72.0, 27.0, -22.0, -31.0, 68.0, 0.0, -85.0, 63.0, 16.0, -13.0, -14.0, 57.0, 3.0, -22.0, -6.0, 56.0, -24.0, -44.0, -7.0, 52.0, 10.0, 12.0, 26.0, 39.0, 49.0, -23.0, -4.0, -36.0, 27.0, -13.0, -24.0, -5.0, ' 25.0]']","['[40.0', ' -27.0', ' -53.0', ' -3.0', ' 52.0', ' 32.0', ' -32.0', -56.0, 6.0, 2.0, 39.0, -26.0, 2.0, 24.0, 37.0, -42.0, 49.0, 12.0, 26.0, -72.0, 64.0, 33.0, -91.0, -8.0, 48.0, 11.0, -22.0, -2.0, 31.0, -11.0, -50.0, 49.0, 2.0, -35.0, 0.0, 61.0, 3.0, -31.0, -24.0, 67.0, 57.0, 48.0, 0.0, -29.0, -5.0, 22.0, -25.0, -101.0, 41.0, -10.0, 6.0, -46.0, 68.0, -21.0, -31.0, 38.0, 54.0, -45.0, -24.0, 10.0, 53.0, -38.0, -8.0, 59.0, -18.0, -23.0, 27.0, -6.0, -30.0, -12.0, 28.0, 36.0, -74.0, -33.0, -90.0, -1.0, 7.0, 30.0, -48.0, 10.0, 116.0, ' -7.0]']","['[-4.0', ' 11.0', ' 7.0', ' -15.0', ' -2.0', ' 0.0', 2.0, 2.0, 59.0, -39.0, 17.0, -16.0, -4.0, 13.0, -23.0, -32.0, 21.0, -14.0, 40.0, 15.0, 16.0, -22.0, 12.0, 11.0, 39.0, 15.0, 37.0, 15.0, 2.0, 17.0, 30.0, -3.0, 1.0, 16.0, -28.0, 7.0, 22.0, -6.0, 14.0, 20.0, 0.0, 0.0, 23.0, -22.0, -16.0, -8.0, 38.0, 19.0, 7.0, -26.0, 4.0, -10.0, 20.0, -17.0, 20.0, -21.0, 8.0, 7.0, 11.0, -7.0, -9.0, -5.0, 42.0, -28.0, 47.0, -4.0, -7.0, -1.0, 37.0, -11.0, 10.0, -46.0, 10.0, 0.0, -2.0, -4.0, 0.0, -6.0, 18.0, 2.0, 14.0, ' -45.0]']","['[20.0', ' -5.0', ' -3.0', ' -13.0', ' 18.0', 1.0, -14.0, -11.0, 1.0, 6.0, -12.0, -32.0, -1.0, -30.0, -14.0, -14.0, 48.0, 8.0, 32.0, -19.0, 5.0, -2.0, -5.0, 10.0, 14.0, 0.0, 13.0, 2.0, -14.0, -7.0, -30.0, -57.0, -3.0, 11.0, 12.0, -13.0, -18.0, 48.0, -18.0, 13.0, 11.0, 7.0, 16.0, -19.0, -7.0, 44.0, 9.0, 45.0, 15.0, -5.0, 21.0, 16.0, 1.0, -5.0, -25.0, 26.0, -24.0, 13.0, -16.0, -42.0, -4.0, 15.0, 17.0, 11.0, 6.0, -5.0, 24.0, -21.0, -18.0, 15.0, 29.0, 1.0, 8.0, -8.0, 43.0, -34.0, -5.0, 11.0, -18.0, 18.0, 25.0, ' -52.0]']","['[-61.0', ' 59.0', ' 83.0', ' -15.0', -93.0, -21.0, 83.0, 63.0, 92.0, -63.0, -39.0, 104.0, -36.0, 4.0, 59.0, -63.0, 0.0, -57.0, 79.0, -39.0, -71.0, 77.0, -33.0, -79.0, -94.0, 75.0, -25.0, -83.0, 47.0, -2.0, 0.0, 63.0, 31.0, -6.0, -41.0, 53.0, 51.0, -52.0, -51.0, 31.0, 39.0, 87.0, -93.0, -6.0, 82.0, -55.0, 30.0, 70.0, -85.0, -25.0, -29.0, 81.0, -73.0, -53.0, 53.0, -71.0, -61.0, -84.0, 93.0, -39.0, -62.0, 49.0, -36.0, 15.0, 92.0, 53.0, -7.0, -49.0, 74.0, 28.0, -43.0, -20.0, 10.0, 10.0, 61.0, -105.0, 30.0, 52.0, -62.0, 37.0, 70.0, ' -95.0]']","['[69.0', ' 72.0', ' -36.0', -90.0, -6.0, 89.0, 45.0, -61.0, -26.0, -100.0, 93.0, -47.0, -47.0, 63.0, 32.0, -75.0, -95.0, 57.0, 6.0, -87.0, 66.0, -28.0, -102.0, 55.0, 21.0, 63.0, -48.0, 59.0, 23.0, -67.0, 54.0, 83.0, 65.0, -68.0, -27.0, 51.0, -40.0, 38.0, 67.0, -106.0, -86.0, -46.0, -65.0, 95.0, -85.0, -35.0, 49.0, 10.0, -56.0, -85.0, 63.0, -23.0, -76.0, 85.0, -45.0, -90.0, 73.0, 53.0, 30.0, -36.0, 86.0, 5.0, -55.0, 46.0, 66.0, 52.0, -83.0, -12.0, 42.0, -49.0, 66.0, 80.0, -92.0, -96.0, -79.0, -26.0, 95.0, -102.0, -20.0, 43.0, -5.0, ' -28.0]']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,-2.8975559859610955
1740492002.960371,ble-pd-B43A31EF7B26,bcc5838c-89d3-2347-a0cb-2a6f46d0b158,7571,33,-72.0,-80.0,-60.0,-75.0,-57.0,-52.0,-53.0,-2.9839814539567238,-1.9445109315049365,2.670788383441225,-1.6963362758426324,-1.7435166549630392,0.2647382359963223,0.5463423710446573,0.4181899275465811,0.2845554668131176,0.6799332995952472,0.2538485371943389,0.3034729343727516,-5.324439525604248,6.117634296417236,0.742076575756073,-7.14,6.84,1.96,"['[57.0', 58.0, ' -18.0', -69.0, ' -27.0', 51.0, ' 60.0', -8.0, -69.0, -123.0, 83.0, -34.0, -68.0, -74.0, 120.0, -52.0, -50.0, -103.0, 52.0, 71.0, -91.0, -35.0, 27.0, 31.0, -24.0, -80.0, -4.0, 92.0, -63.0, -7.0, -29.0, 31.0, 66.0, 5.0, -33.0, 54.0, 11.0, -21.0, -89.0, -3.0, 0.0, -61.0, -123.0, 83.0, -42.0, -53.0, -78.0, 118.0, -56.0, -46.0, -105.0, 55.0, 65.0, -87.0, -44.0, 32.0, 15.0, -30.0, -87.0, 0.0, 93.0, -71.0, -13.0, -25.0, 29.0, 64.0, 0.0, -34.0, 55.0, 8.0, -29.0, -94.0, -4.0, 4.0, -52.0, -123.0, 86.0, -46.0, -46.0, -81.0, 119.0, ' -64.0]']","['[43.0', ' -39.0', ' -67.0', ' -5.0', ' 65.0', ' 46.0', ' -34.0', -70.0, -52.0, 8.0, -18.0, 48.0, -80.0, 32.0, -13.0, 54.0, -16.0, 31.0, -19.0, 62.0, -23.0, 76.0, -34.0, 106.0, 47.0, 56.0, -35.0, -9.0, 64.0, 53.0, -24.0, 34.0, 11.0, 59.0, -6.0, -10.0, 19.0, 52.0, 44.0, 33.0, -72.0, -63.0, -4.0, -10.0, 46.0, -91.0, 25.0, -1.0, 45.0, -20.0, 15.0, -12.0, 72.0, -36.0, 74.0, -30.0, 106.0, 43.0, 44.0, -34.0, 2.0, 55.0, 52.0, -28.0, 36.0, 17.0, 61.0, -10.0, -3.0, 20.0, 50.0, 30.0, 34.0, -71.0, -71.0, -19.0, 0.0, 41.0, -96.0, 17.0, 7.0, ' 41.0]']","['[-4.0', ' -20.0', ' 0.0', ' 21.0', ' 5.0', ' -19.0', -9.0, 16.0, 16.0, 6.0, -16.0, -2.0, 14.0, -44.0, 38.0, 15.0, -20.0, 20.0, 6.0, 2.0, 13.0, -24.0, -18.0, -19.0, 1.0, -4.0, 8.0, -3.0, 12.0, 15.0, -34.0, -17.0, -9.0, -16.0, 66.0, -18.0, 1.0, 37.0, -121.0, 9.0, 16.0, 15.0, -11.0, -3.0, 3.0, 10.0, -37.0, 43.0, 12.0, -22.0, 22.0, -2.0, 0.0, 22.0, -34.0, 0.0, -12.0, -1.0, -6.0, 0.0, -3.0, 18.0, 2.0, -25.0, -24.0, -8.0, -18.0, 54.0, -24.0, 22.0, 29.0, -123.0, 4.0, 22.0, 11.0, -22.0, 9.0, 5.0, 6.0, -25.0, 43.0, ' 7.0]']","['[-20.0', ' 1.0', ' 21.0', ' 2.0', ' -19.0', -7.0, 16.0, 14.0, -5.0, -40.0, 30.0, 9.0, -3.0, 8.0, 23.0, -6.0, -11.0, 16.0, -23.0, 0.0, 26.0, -32.0, 48.0, 15.0, -4.0, -6.0, -20.0, 4.0, 19.0, -33.0, 26.0, -22.0, -3.0, -9.0, -16.0, -20.0, 59.0, -15.0, -18.0, -12.0, 9.0, -12.0, -41.0, 34.0, 7.0, -7.0, 20.0, 7.0, -10.0, -3.0, 8.0, -26.0, 0.0, 19.0, -22.0, 51.0, 22.0, -6.0, -3.0, -22.0, 6.0, 12.0, -38.0, 36.0, -16.0, 0.0, -4.0, -39.0, -10.0, 53.0, -27.0, 22.0, -14.0, 3.0, -19.0, -35.0, 34.0, 6.0, -9.0, 33.0, -7.0, ' -12.0]']","['[-105.0', ' -34.0', ' 88.0', ' 80.0', -42.0, -104.0, -12.0, 97.0, 35.0, 64.0, -71.0, -11.0, -89.0, -10.0, 87.0, -40.0, 42.0, -62.0, 7.0, 39.0, -109.0, 20.0, 16.0, 18.0, -16.0, -88.0, 87.0, -2.0, -33.0, 4.0, -34.0, 22.0, -82.0, -48.0, 44.0, 5.0, 16.0, 4.0, -52.0, 20.0, -89.0, 19.0, -5.0, -18.0, 0.0, 110.0, 1.0, -81.0, 3.0, 11.0, 106.0, -106.0, -26.0, 48.0, -28.0, 35.0, -49.0, 68.0, 46.0, -63.0, 33.0, -37.0, 12.0, 53.0, -4.0, 61.0, -37.0, 18.0, 13.0, -46.0, -16.0, 3.0, -14.0, 0.0, -57.0, -57.0, 91.0, 10.0, -33.0, 7.0, 4.0, ' 35.0]']","['[-5.0', ' 99.0', ' 59.0', -65.0, -97.0, 16.0, 104.0, 44.0, -47.0, -36.0, 69.0, 7.0, -71.0, 4.0, 40.0, 23.0, -43.0, -87.0, 120.0, 6.0, 15.0, 20.0, -55.0, 46.0, -72.0, 1.0, 17.0, -40.0, 66.0, -18.0, -40.0, -9.0, -18.0, 78.0, -54.0, -19.0, 46.0, 15.0, 32.0, 4.0, 55.0, 57.0, 73.0, -96.0, -14.0, -35.0, -10.0, 50.0, -45.0, 60.0, -1.0, -57.0, 28.0, -97.0, 5.0, 44.0, -9.0, 28.0, -75.0, 62.0, 22.0, -64.0, 14.0, -3.0, 24.0, -59.0, -85.0, 66.0, 16.0, -12.0, -4.0, -62.0, 14.0, -106.0, -15.0, -46.0, 38.0, 8.0, 110.0, 7.0, -96.0, ' 33.0]']","['[26.0', ' 2.0', -25.0, -18.0, 10.0, 26.0, 9.0, -20.0, -39.0, 112.0, -38.0, -45.0, 14.0, 25.0, -73.0, -8.0, -55.0, -37.0, 20.0, 57.0, 4.0, 18.0, -30.0, 40.0, -37.0, -68.0, 28.0, 41.0, -24.0, -6.0, 12.0, 42.0, -50.0, -6.0, 95.0, 10.0, -109.0, -3.0, 109.0, -34.0, 28.0, 28.0, -49.0, 56.0, -15.0, -39.0, 23.0, 73.0, 17.0, 57.0, 101.0, 1.0, -57.0, -15.0, 18.0, 32.0, -25.0, 43.0, 33.0, -37.0, 0.0, 28.0, 15.0, -15.0, -14.0, 33.0, -10.0, -95.0, 44.0, 41.0, -28.0, -34.0, 52.0, -15.0, 3.0, -48.0, -35.0, 64.0, 36.0, -54.0, -19.0, ' -10.0]']","['[-8.0', -27.0, -12.0, 19.0, 24.0, 0.0, -26.0, -19.0, -2.0, -27.0, -42.0, 56.0, 40.0, -51.0, -33.0, -16.0, -29.0, -102.0, -18.0, 24.0, 16.0, -40.0, -16.0, -2.0, -26.0, 13.0, 24.0, -37.0, -16.0, -13.0, 11.0, -16.0, 0.0, 19.0, 44.0, -68.0, 41.0, 42.0, -50.0, -39.0, -3.0, -28.0, 104.0, -2.0, -72.0, -15.0, 52.0, -37.0, 3.0, -24.0, 38.0, 25.0, 28.0, -8.0, 41.0, -10.0, 31.0, -11.0, -61.0, 2.0, 56.0, -6.0, 4.0, 1.0, 42.0, -39.0, -17.0, 42.0, 52.0, -108.0, -29.0, 118.0, 0.0, 21.0, 39.0, -105.0, 45.0, 36.0, -20.0, -16.0, 79.0, ' 12.0]']",,,,,,,-2.888983225305492
1740492003.287169,ble-pd-B43A31EB228D,db6cb60b-bdfc-1dbf-8fc0-9ba34753e54a,7768,14,-77.0,-80.0,-65.0,,-55.0,-63.0,-62.0,2.993736613029684,-2.083112220960911,2.886314282035812,,-2.2625729499151355,0.2675726716340073,0.3214868199402778,0.7060564026744534,,0.702476314609883,0.2789393585702094,0.4436018497751216,-6.766040325164795,7.0760111808776855,-1.1596828699111938,-7.14,6.84,1.96,"['[16.0', -69.0, ' -52.0', 29.0, ' 78.0', 8.0, ' -69.0', -51.0, 7.0, 0.0, -37.0, 6.0, 43.0, -31.0, -99.0, 5.0, 0.0, 36.0, -56.0, -51.0, 0.0, 24.0, -29.0, -18.0, 15.0, 47.0, -73.0, -2.0, -18.0, 12.0, -32.0, -15.0, -15.0, -9.0, 80.0, 31.0, 54.0, -21.0, 1.0, -51.0, 88.0, 14.0, 36.0, -70.0, -11.0, -40.0, 14.0, 57.0, -34.0, 3.0, -22.0, -2.0, 29.0, 2.0, 7.0, 34.0, -5.0, 1.0, -37.0, 63.0, 46.0, 54.0, -38.0, 37.0, -51.0, -49.0, -52.0, -1.0, 10.0, -8.0, 17.0, -8.0, 74.0, -23.0, -8.0, -11.0, 103.0, 6.0, -19.0, 0.0, 14.0, ' 32.0]']","['[-89.0', ' -27.0', ' 65.0', ' 83.0', ' -20.0', ' -67.0', ' -40.0', 48.0, 31.0, 9.0, -111.0, -24.0, 13.0, 3.0, 13.0, -42.0, -23.0, 1.0, -63.0, -2.0, 2.0, 21.0, 25.0, 26.0, 5.0, -9.0, 44.0, 52.0, 52.0, -41.0, 24.0, -18.0, -54.0, -63.0, 61.0, 28.0, 28.0, -1.0, 8.0, 44.0, 22.0, -7.0, 0.0, 90.0, 29.0, -24.0, 2.0, 58.0, 22.0, 31.0, -46.0, 95.0, 27.0, -2.0, -15.0, 2.0, 24.0, -13.0, -26.0, 28.0, -20.0, -13.0, 29.0, 11.0, 24.0, 38.0, 55.0, -100.0, -36.0, -43.0, 22.0, -27.0, 6.0, -74.0, -8.0, -20.0, 14.0, -10.0, 59.0, -28.0, -98.0, ' 41.0]']","['[29.0', ' 63.0', ' -11.0', ' -66.0', ' -2.0', ' 67.0', 15.0, -64.0, 45.0, -62.0, 41.0, -13.0, -23.0, -8.0, -17.0, -21.0, 26.0, -59.0, 12.0, 41.0, -17.0, 18.0, 16.0, -37.0, -23.0, 4.0, -13.0, 43.0, -8.0, 1.0, 17.0, -43.0, 0.0, -36.0, 23.0, 29.0, -27.0, 17.0, 24.0, 43.0, 39.0, -61.0, 33.0, -15.0, -48.0, 52.0, 19.0, -15.0, 72.0, 31.0, 10.0, 38.0, -52.0, -1.0, 1.0, -27.0, 45.0, 60.0, -36.0, 14.0, -65.0, -12.0, 3.0, -45.0, 14.0, 14.0, -4.0, 18.0, -50.0, 20.0, -26.0, -57.0, -27.0, 1.0, 46.0, 27.0, -14.0, 86.0, -47.0, 2.0, 40.0, ' -113.0]']","['[56.0', ' -15.0', ' -68.0', ' 12.0', ' 67.0', 10.0, -68.0, -23.0, -36.0, -51.0, 29.0, -98.0, 41.0, 1.0, -40.0, 114.0, 81.0, -39.0, 63.0, -39.0, -28.0, 15.0, -41.0, 23.0, 51.0, -82.0, 15.0, -48.0, -27.0, -2.0, -51.0, -19.0, 29.0, -45.0, 50.0, -41.0, 6.0, -13.0, -49.0, 4.0, 55.0, 6.0, 74.0, -30.0, 68.0, -27.0, -1.0, 33.0, -65.0, -88.0, 65.0, -47.0, 2.0, 30.0, -33.0, 27.0, 7.0, -20.0, 79.0, -2.0, 0.0, 23.0, 18.0, 26.0, 30.0, -11.0, 57.0, -55.0, 24.0, 10.0, 6.0, 22.0, -20.0, -72.0, 34.0, -79.0, 51.0, -21.0, -22.0, -11.0, -30.0, ' -6.0]']","['[-14.0', ' -116.0', ' -40.0', ' 101.0', 86.0, -59.0, -111.0, 1.0, -20.0, 61.0, -37.0, -97.0, -9.0, -43.0, 42.0, 62.0, 40.0, 58.0, -7.0, 68.0, -21.0, -74.0, 66.0, 23.0, 13.0, -66.0, 68.0, 33.0, -13.0, 82.0, -69.0, -57.0, -28.0, 43.0, 4.0, -22.0, 61.0, 10.0, -29.0, -4.0, 14.0, -21.0, 64.0, -37.0, -87.0, -14.0, -45.0, 50.0, 68.0, 38.0, 55.0, -2.0, 71.0, -27.0, -70.0, 73.0, 17.0, 11.0, -68.0, 74.0, 27.0, -6.0, 81.0, -73.0, -55.0, -29.0, 43.0, 1.0, -20.0, 58.0, 9.0, -31.0, -3.0, 16.0, -25.0, 68.0, -47.0, -79.0, -15.0, -45.0, 50.0, ' 70.0]']","['[-116.0', ' -16.0', ' 108.0', 64.0, -74.0, -99.0, 29.0, 113.0, 9.0, 90.0, 25.0, 62.0, -11.0, -30.0, 39.0, 65.0, 33.0, -59.0, 64.0, 91.0, -29.0, 47.0, -19.0, -113.0, -46.0, -3.0, 4.0, -91.0, 71.0, 22.0, -47.0, 28.0, 1.0, -2.0, -66.0, 8.0, -10.0, -14.0, 26.0, 53.0, 116.0, 10.0, 95.0, 34.0, 72.0, -20.0, -21.0, 32.0, 58.0, 39.0, -61.0, 66.0, 90.0, -29.0, 51.0, -23.0, -118.0, -49.0, 3.0, -2.0, -97.0, 72.0, 20.0, -41.0, 28.0, -1.0, -1.0, -65.0, 8.0, -13.0, -15.0, 31.0, 57.0, 115.0, 9.0, 86.0, 30.0, 78.0, -16.0, -25.0, 38.0, ' 45.0]']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,-2.6497582432585896
