CreateTime,ppeID,BeaconID,Channel,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6,RSSI_7,Azim_1,Azim_2,Azim_3,Azim_4,Azim_5,Azim_6,Azim_7,Elev_1,Elev_2,Elev_3,Elev_4,Elev_5,Elev_6,Elev_7,X_sylabs,Y_sylabs,Z_sylabs,X_real,Y_real,Z_real
1741368444.663599,ble-pd-B43A31EF7527,2485,35,-76.0,-81.0,,-79.0,-71.0,-58.0,-68.0,1.5937048384917583,-2.2972552731594744,,-0.5491989442089036,-0.2440366675767928,-1.432020454897704,-0.7138827784490804,0.43788473617701684,0.3971001218476482,,0.19972076989426613,0.3736386576670095,0.5065322559278413,0.4562917049714989,-0.9756829142570496,5.76048231124878,0.8103129863739014,-1.167386603225255,6.84,1.92
1741368445.046674,ble-pd-B43A31EF7B26,2531,30,-76.0,-73.0,-75.0,-74.0,-60.0,-57.0,-61.0,1.8375406721061052,-1.493507130903053,0.4503940698703098,-0.6654533826419146,1.408059098771061,-1.5961468633303897,-0.9875457790862203,0.4495938232522546,0.20269145951122228,0.11940109641899412,0.17968867191177185,1.358509943903257,0.6278760117643432,0.6664784759798186,-1.315564513206482,6.369236946105957,1.6879969835281372,-1.3311031967633482,6.84,1.92
1741368445.174506,ble-pd-B43A31EB2289,2328,2,-74.0,-90.0,-79.0,-70.0,-59.0,-69.0,-63.0,1.7737201471112283,-1.5304483710157601,-0.10051781955173275,-0.8958349264291812,-0.6196456269362103,-1.8400066250666065,-0.8717850628143047,1.2931909447680723,0.8157797714291812,0.2539095400431943,0.5645820284554739,0.27329772551232867,0.8965591466565958,0.24215464686612853,-1.187179684638977,7.837467193603516,0.49365234375,-1.3857353695367256,6.84,1.92
1741368445.489238,ble-pd-B43A31EB228D,2376,20,-60.0,-80.0,-72.0,-75.0,-57.0,-50.0,-66.0,1.6292117000413486,-1.8809697721084089,0.1080678812421074,-0.704894798385988,-0.09344014693784929,-1.5306705972199428,0.18463637944716346,1.009634995601575,0.65475779480902,0.6334727461126708,0.2106708394140745,0.3650588331150558,0.854510842301052,0.5508305099611501,-1.1865744590759277,4.4582719802856445,0.33355575799942017,-1.5202438885406575,6.84,1.92
1741368446.032134,ble-pd-B43A31EF7B26,2532,28,-57.0,-74.0,-68.0,-72.0,-55.0,-55.0,-55.0,1.9534952386003732,-1.4292349337872987,0.49504276449381523,-0.659351015320107,-0.4522320003229029,-1.9552738888980672,-0.8844859170462942,0.4573814722013779,0.11174287709884861,0.09563301619079578,0.2066366164157952,0.8378231329895438,0.7236919187052481,0.41761304100632757,-1.3340485095977783,6.32586145401001,1.698817491531372,-1.7522639466636274,6.84,1.92
1741368446.172694,ble-pd-B43A31EB2289,2329,34,-87.0,-91.0,-89.0,-78.0,,-72.0,,1.8494215663611666,-1.5506493799903927,-0.1898474330479336,-0.9551375317927931,,-1.4214212254869605,,1.307444316080231,0.7888798470485635,0.2578272497437826,0.5200371638249678,,0.8809647839564576,,,,,-1.8123357456265312,6.84,1.92
1741368446.490665,ble-pd-B43A31EB228D,2377,0,-62.0,-79.0,-66.0,-78.0,-60.0,,,1.6329081676343786,-1.670593494955654,0.09714998603721854,-0.9194109594532712,-0.45586148067241394,,,1.103322938800718,0.8298801441367147,0.6751976227544054,0.28862620840784464,0.28386130601743353,,,,,,-1.9482285315402588,6.84,1.92
1741368446.665727,ble-pd-B43A31EF7527,2487,18,-68.0,,,,-64.0,-58.0,-77.0,1.5982109070561723,,,,-0.22386278743196272,-1.0812206862939489,-1.1182883360689206,0.45679531044545146,,,,0.3581441569311395,0.43956679688515965,0.6881889126289219,-0.9887381196022034,5.72783899307251,0.8138508200645447,-2.0230456151347656,6.84,1.92
1741368447.032284,ble-pd-B43A31EF7B26,2533,5,-57.0,-65.0,-76.0,-64.0,-62.0,-60.0,-55.0,1.9818941232005423,-1.4847278872115524,0.4313820291643431,-0.8924037096807231,0.2889682995683805,-1.8876149374404512,-0.9795643556258375,0.46749958684140236,0.2080496397559208,0.14681940510579589,0.17872507365035395,0.5567866441228401,0.6331524771273561,0.35961244642203466,-1.3585463762283325,6.279903411865234,1.7131426334381104,-2.179702832070203,6.84,1.92
1741368447.171931,ble-pd-B43A31EB2289,2330,19,-75.0,-82.0,-77.0,-79.0,-60.0,-65.0,-82.0,1.8838439887148768,-1.428075393448678,-0.14042076111271704,-0.9658708699341395,-0.7026243291755837,-1.7820349119499854,-0.9878499227864126,1.302592702364379,0.6209876471852975,0.2771132631468912,0.5251400135001549,0.22921742780146856,0.8715684397523815,0.5032163483205662,-1.22883939743042,7.93915319442749,0.4586854875087738,-2.239384437859707,6.84,1.92
1741368447.486632,ble-pd-B43A31EB228D,2378,12,-64.0,-80.0,-69.0,-84.0,-57.0,-60.0,-65.0,1.6561346607653957,-1.6946173385170407,0.06124045453080811,-0.9516268196857962,-0.5941468827966135,-2.0355081641599955,-0.4831958974313122,1.0715891773045245,0.8238352345154257,0.6717522246731427,0.27229407341731104,0.2332789932122024,0.9156825270866013,0.5716960493258971,-1.1673179864883423,4.574443340301514,0.22273224592208862,-2.3690201392483954,6.84,1.92
1741368447.66351,ble-pd-B43A31EF7527,2488,21,-69.0,-77.0,,,-66.0,-57.0,-61.0,1.6170751423216396,-2.2406673610530348,,,-0.3349241776003182,-1.659109279535149,-0.8308799418533757,0.4779645782134096,0.4756558838644199,,,0.3477976750695038,0.622913578977458,0.514849513871542,-0.9950668811798096,5.72286558151245,0.800735831260681,-2.4337705516153467,6.84,1.92
1741368448.029116,ble-pd-B43A31EF7B26,2534,3,-58.0,-74.0,-71.0,-60.0,-53.0,-50.0,-59.0,2.0197845139257535,-1.5258794518496201,0.5523326858635998,-0.9877877535991101,-0.25098324788163884,-2.1763418672828605,-1.011856800636595,0.5132954381044594,0.19608340783267908,0.1475383587315764,0.19441981432349065,0.5787443453583402,0.6469278571798626,0.5021740092564667,-1.394873857498169,6.2067108154296875,1.6935954093933105,-2.567609351600826,6.84,1.92
1741368448.173382,ble-pd-B43A31EB2289,2331,12,-69.0,-92.0,-80.0,-75.0,-65.0,-69.0,-68.0,1.8960780181304828,-1.3699998395573203,-0.10097614957533539,-1.036828666650429,-0.7252609053126876,-2.0345343622546213,-1.0349416937714886,1.2946683333827935,0.6341360729611822,0.2937848180183553,0.43092622914377604,0.32160928139075057,0.8115684448166661,0.3795626957950986,-1.2704886198043823,8.019458770751953,0.10613352060317993,-2.6204213632163493,6.84,1.92
1741368448.487265,ble-pd-B43A31EB228D,2379,23,-74.0,-79.0,-71.0,-79.0,-61.0,-56.0,-67.0,1.668008098169405,-1.713517260141115,0.06603094869964264,-1.0872875798241601,-0.6824797687016664,-2.15862824658436,-0.643795114088511,1.1002427932629595,0.642905862430813,0.6218291395107353,0.2584820045425354,0.2189503993488242,0.6881115980190273,0.37194288313017476,-1.1718578338623047,4.73876142501831,0.09903785586357117,-2.7353257248948832,6.84,1.92
