CreateTime,ppeID,BeaconID,Channel,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6,RSSI_7,Azim_1,Azim_2,Azim_3,Azim_4,Azim_5,Azim_6,Azim_7,Elev_1,Elev_2,Elev_3,Elev_4,Elev_5,Elev_6,Elev_7,X_sylabs,Y_sylabs,Z_sylabs,X_real,Y_real,Z_real
1739365143.048379,ble-pd-B43A31EB2289,44,3,-75.0,-76.0,-79.0,-85.0,-62.0,-50.0,,0.9072793285815787,3.0618847747959395,1.4688867392574885,2.2913795408464326,1.719674174126901,2.4624976605420783,,0.5091890101511254,0.2014431693292749,0.42545543047448076,0.5141154254040948,0.33617586025843377,0.29026418647129004,,-3.3619375228881836,1.075519323348999,-1.655482530593872,-5.94,0.39,1.7
1739365144.051561,ble-pd-B43A31EB2289,45,20,-90.0,-64.0,-82.0,-81.0,-58.0,-51.0,,0.9305508291350181,3.085584245336555,1.425013290827305,2.28612405875127,2.3876074222568113,2.4624976605420783,,0.6165766534717992,0.18572622455054963,0.37368297967209513,0.29843885847083695,1.1295120913472765,0.29026418647129004,,-3.6209189891815186,1.070986032485962,-1.2852351665496826,-5.94,0.39,1.7
1739365145.050018,ble-pd-B43A31EB2289,46,25,-85.0,-65.0,-86.0,-86.0,-64.0,-51.0,,0.9082716224037422,3.0508917784483107,1.611716329576182,2.2579147912207147,2.200963819917151,2.4362531477242846,,0.44792611848813335,0.28953757542238334,0.3511958466387113,0.2902127533377457,0.7560944596285633,0.24252171873538284,,-3.9032444953918457,1.0456058979034424,-0.9255318641662598,-5.94,0.39,1.7
1739365142.863492,ble-pd-B43A31EB228D,46,17,-73.0,,,,,,,2.2108961495431476,,,,,,,0.6761586244337605,,,,,,,,,,-5.94,0.39,1.7
1739365146.049506,ble-pd-B43A31EB2289,47,32,-80.0,-65.0,-98.0,-82.0,-58.0,-52.0,,0.8582651802992154,3.0562351448594454,1.6186352220882079,2.2695384241144745,2.02221795042814,2.4200971532662794,,0.43013007713589685,0.2769352474727762,0.3524626790797484,0.31205616704614375,0.6667681138019265,0.30852658005882955,,-4.211129665374756,1.0205310583114624,-0.5720131397247314,-5.94,0.39,1.7
1739365143.839993,ble-pd-B43A31EB228D,47,5,-73.0,-75.0,-75.0,-74.0,-62.0,-53.0,,2.2802922685962144,3.111606524979937,2.378754660418624,2.075383328003338,0.8561931277201614,0.7469253908507205,,0.6662675109871518,0.15899948886457096,0.2497529447928259,0.20579294362721492,0.4443586694216641,0.3863045140477549,,-5.75795555114746,0.7380733489990234,0.557806968688965,-5.94,0.39,1.7
1739365147.051232,ble-pd-B43A31EB2289,48,15,-87.0,-65.0,-85.0,-75.0,-60.0,-50.0,,0.891827934253048,3.07567195975928,1.4689650361935367,2.1990253753002285,1.751117371745607,2.4333691945297846,,0.4428995350886633,0.28781610809375613,0.38879941491452114,0.3249436363247143,0.6235719058172307,0.2557943335899627,,-4.5256547927856445,0.9949516654014587,-0.22237515449523926,-5.94,0.39,1.7
1739365144.851794,ble-pd-B43A31EB228D,48,15,-72.0,-66.0,-87.0,-78.0,-64.0,-53.0,,2.286833524865667,3.0105400942436478,2.358396391781622,2.0899353728317487,0.8691272024844575,0.6885255540079606,,0.7301189286506735,0.11124390057910866,0.1723122982587408,0.20714018688841557,0.29237261449108015,0.38959140766171685,,-5.71923828125,0.7245330810546875,0.7000665068626404,-5.94,0.39,1.7
1739365148.053115,ble-pd-B43A31EB2289,49,13,,-66.0,,,,-50.0,,,3.060957462104374,,,,2.451017300631591,,,0.2311014295194287,,,,0.2594522846818733,,,,,-5.94,0.39,1.7
1739365145.840497,ble-pd-B43A31EB228D,49,34,-76.0,-66.0,-87.0,-89.0,-62.0,-61.0,,2.2343420871479873,2.9698720265014837,2.3654606928891666,2.1004090527668122,0.2384055355012418,0.6931794152302768,,0.7083824741495558,0.11760506890222307,0.25279976752744465,0.28168091731151335,0.49407260305542633,0.40304288930662857,,-5.716525077819824,0.690028190612793,0.841366410255432,-5.94,0.39,1.7
1739365149.04903,ble-pd-B43A31EB2289,50,23,-93.0,-64.0,-87.0,-88.0,-62.0,-51.0,,0.8539809530536049,3.048093328774855,1.6065593844413526,2.10395318754549,1.1345051786954532,2.4213826214484633,,0.45129232081647985,0.1777706799394536,0.43444066967629913,0.30538165285364627,0.6318367466337668,0.22588577192157872,,-4.844841480255127,0.9542229771614075,0.12590759992599487,-5.94,0.39,1.7
1739365146.852205,ble-pd-B43A31EB228D,50,5,-74.0,-75.0,-75.0,-75.0,-63.0,-52.0,,2.2411438005720496,2.9776521853100415,2.4060589858107706,2.056858912092965,0.5468076393388321,0.7064951505304347,,0.6904066028447117,0.13293574713196754,0.18708395400854244,0.19661630636680394,0.6218790055176102,0.38432845037717983,,-5.704934120178223,0.656002938747406,0.9841232299804688,-5.94,0.39,1.7
1739365150.050423,ble-pd-B43A31EB2289,51,30,-79.0,-64.0,,-80.0,-62.0,,,0.9001910590242238,3.041090813004601,,2.011441895494971,1.5425427917813315,,,0.41808296833930075,0.25807990050744706,,0.42256114029129627,0.6801852081911196,,,,,,-5.94,0.39,1.7
1739365147.841246,ble-pd-B43A31EB228D,51,0,-75.0,-89.0,-81.0,-75.0,-63.0,-50.0,,2.27099730375962,2.9382603043622435,2.3604475584532016,2.076227017436675,0.7422028633770368,0.7155697089303732,,0.7075843247708591,0.16617093227172045,0.1859265109092804,0.150019376247851,0.373469468068953,0.35270886243372823,,-5.7131667137146,0.6011876463890076,1.0618813037872314,-5.94,0.39,1.7
